CustomerKey;Prefix;FirstName;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;AnnualIncome;TotalChildren;EducationLevel;Occupation;HomeOwner
11240;MRS.;ANNE;HERNANDEZ;11.12.1958;M;F;anne4@gmail.com;160000;2;Partial College;Professional;Y
11241;MRS.;LISA;CAI;11.10.1957;S;F;lisa24@gmail.com;100000;2;Partial College;Professional;Y
11242;MR.;LARRY;MUNOZ;11.11.1957;M;M;larry9@gmail.com;110000;2;Partial College;Professional;Y
11243;MRS.;ROBIN;ALVAREZ;9.10.1957;M;F;robin2@gmail.com;150000;2;Partial College;Professional;Y
11244;MRS.;ALEXIS;COLEMAN;26.11.1957;S;F;alexis28@gmail.com;170000;2;Bachelors;Management;N
11245;MR.;RICKY;VAZQUEZ;27.10.1956;M;M;ricky15@gmail.com;120000;3;High School;Professional;N
11247;MRS.;CLAUDIA;ZHOU;6.06.1956;S;F;claudia7@gmail.com;130000;3;Partial College;Professional;N
11248;MR.;TRISTAN;ALEXANDER;26.03.1955;M;M;tristan19@gmail.com;110000;3;Partial College;Professional;Y
11249;MRS.;CINDY;PATEL;13.07.1955;M;F;cindy3@gmail.com;130000;3;Partial College;Professional;Y
11250;MRS.;SHANNON;LIU;12.03.1955;M;F;shannon4@gmail.com;170000;3;High School;Professional;Y
11251;MR.;XAVIER;LONG;4.07.1932;S;M;xavier51@gmail.com;30000;4;High School;Professional;N
11252;MR.;NICHOLAS;THOMPSON;7.06.1932;S;M;nicholas16@gmail.com;90000;3;Graduate Degree;Management;Y
11253;MR.;JOSÉ;HERNANDEZ;28.02.1933;M;M;josé54@gmail.com;60000;2;Graduate Degree;Management;Y
11254;MR.;JOHNATHAN;VANCE;3.03.1933;M;M;johnathan5@gmail.com;70000;4;Graduate Degree;Management;Y
11255;MR.;COLIN;LIN;4.04.1933;M;M;colin8@gmail.com;70000;4;Graduate Degree;Management;Y
11256;MRS.;KATELYN;HERNANDEZ;20.09.1933;M;F;katelyn42@gmail.com;70000;4;Graduate Degree;Management;Y
11257;MRS.;JACQUELINE;POWELL;6.01.1933;S;F;jacqueline9@gmail.com;120000;1;Graduate Degree;Management;Y
11258;MR.;XAVIER;HILL;28.06.1933;M;M;xavier26@gmail.com;120000;1;Graduate Degree;Management;Y
11259;MRS.;VICTORIA;STEWART;27.03.1965;M;F;victoria24@gmail.com;100000;4;Partial College;Professional;Y
11260;MRS.;KATELYN;KELLY;12.04.1965;M;F;katelyn1@gmail.com;110000;2;Bachelors;Management;Y
11261;MRS.;STEPHANIE;COLLINS;24.04.1965;M;F;stephanie52@gmail.com;130000;1;Graduate Degree;Management;Y
11262;MRS.;JENNIFER;SIMMONS;4.05.1964;M;F;jennifer88@gmail.com;80000;4;Bachelors;Management;Y
11263;MRS.;TRINITY;RICHARDSON;11.09.1964;M;F;trinity9@gmail.com;90000;5;Partial College;Professional;Y
11264;MR.;EDUARDO;MARTIN;17.06.1964;S;M;eduardo13@gmail.com;90000;5;Partial College;Professional;N
11265;MRS.;ELIZABETH;JONES;13.07.1964;M;F;elizabeth7@gmail.com;90000;5;Partial College;Professional;Y
11266;MS.;TAYLOR;HOWARD;5.05.1964;S;F;taylor14@gmail.com;90000;0;Partial College;Professional;N
11267;MR.;DAVID;DIAZ;2.10.1964;S;M;david55@gmail.com;120000;4;Partial College;Professional;Y
11268;MRS.;KATELYN;CARTER;3.05.1964;M;F;katelyn33@gmail.com;130000;2;Graduate Degree;Management;Y
11269;MR.;RYAN;FOSTER;13.10.1964;M;M;ryan19@gmail.com;130000;2;Graduate Degree;Management;Y
11270;MR.;ROBERT;LEE;4.05.1964;M;M;robert82@gmail.com;130000;2;Graduate Degree;Management;Y
11271;MRS.;DANIELLE;REED;5.06.1964;S;F;danielle23@gmail.com;150000;2;Bachelors;Management;N
11272;MRS.;LAUREN;MARTINEZ;10.11.1956;S;F;lauren35@gmail.com;70000;4;Partial College;Professional;Y
11273;MR.;NATHAN;LAL;1.10.1956;M;M;nathan26@gmail.com;90000;2;Partial College;Professional;Y
11274;MR.;KYLE;FOSTER;12.04.1934;M;M;kyle11@gmail.com;50000;2;Graduate Degree;Management;Y
11275;MRS.;JENNY;RAI;18.01.1934;M;F;jenny40@gmail.com;80000;4;Graduate Degree;Management;Y
11276;MRS.;NANCY;CHAPMAN;19.09.1963;M;F;nancy7@gmail.com;80000;4;Partial College;Professional;Y
11277;MR.;CHARLES;JACKSON;10.06.1963;M;M;charles15@gmail.com;80000;4;Partial College;Professional;Y
11278;MR.;JONATHAN;PHILLIPS;20.08.1963;S;M;jonathan35@gmail.com;90000;0;Partial College;Professional;N
11279;MS.;AMANDA;COOK;12.09.1963;M;F;amanda3@gmail.com;90000;0;Partial College;Professional;Y
11280;MR.;ROBERT;COLLINS;21.08.1963;M;M;robert45@gmail.com;90000;0;Partial College;Professional;Y
11281;MRS.;MEGAN;BARNES;10.10.1963;S;F;megan53@gmail.com;110000;4;Bachelors;Management;Y
11282;MR.;CHRISTIAN;THOMAS;16.01.1962;M;M;christian46@gmail.com;90000;5;Partial College;Professional;Y
11283;MR.;ARTURO;LAL;26.10.1962;M;M;arturo33@gmail.com;110000;1;Bachelors;Management;Y
11284;MRS.;THERESA;SERRANO;27.03.1962;M;F;theresa12@gmail.com;110000;1;Bachelors;Management;Y
11285;MR.;JEREMY;ANDERSON;19.03.1962;M;M;jeremy2@gmail.com;120000;1;Partial College;Professional;N
11286;MR.;HUNTER;GRIFFIN;3.03.1962;M;M;hunter16@gmail.com;170000;0;Graduate Degree;Management;Y
11287;MR.;HENRY;GARCIA;16.01.1961;M;M;henry16@gmail.com;70000;5;Partial College;Professional;N
11288;MRS.;CINDY;SANCHEZ;16.09.1961;M;F;cindy19@gmail.com;110000;1;Bachelors;Management;Y
11289;MRS.;MARIA;CARTER;7.03.1961;M;F;maria53@gmail.com;130000;1;Bachelors;Management;Y
11290;MRS.;KATELYN;SANCHEZ;18.08.1961;M;F;katelyn26@gmail.com;130000;1;Bachelors;Management;Y
11291;MRS.;JENNA;WRIGHT;5.05.1961;M;F;jenna19@gmail.com;130000;1;Bachelors;Management;Y
11292;MR.;SETH;PHILLIPS;5.11.1961;S;M;seth42@gmail.com;150000;1;Partial College;Professional;N
11293;MR.;LUKE;LONG;27.05.1955;S;M;luke28@gmail.com;60000;2;High School;Professional;N
11294;MR.;DALTON;CLARK;3.09.1955;M;M;dalton18@gmail.com;60000;2;High School;Professional;N
11295;MRS.;TAYLOR;LEWIS;16.05.1954;S;F;taylor67@gmail.com;80000;2;Partial High School;Skilled Manual;Y
11296;MRS.;HALEY;RICHARDSON;7.10.1935;S;F;haley10@gmail.com;50000;2;Graduate Degree;Management;Y
11297;MR.;NOAH;COLEMAN;2.02.1935;S;M;noah2@gmail.com;70000;4;Graduate Degree;Management;Y
11298;MR.;JON;LUO;3.03.1935;M;M;jon46@gmail.com;70000;4;Graduate Degree;Management;Y
11299;MR.;ORLANDO;VAZQUEZ;1.04.1936;M;M;orlando14@gmail.com;70000;4;Graduate Degree;Management;Y
11300;MR.;FERNANDO;BARNES;3.03.1960;M;M;fernando47@gmail.com;80000;5;Partial College;Professional;N
11301;MR.;CAMERON;RODRIGUEZ;9.06.1960;M;M;cameron38@gmail.com;80000;5;Partial College;Professional;Y
11302;MR.;SPENCER;RUSSELL;12.12.1960;S;M;spencer22@gmail.com;90000;4;High School;Professional;N
11303;MRS.;JULIA;COLEMAN;11.10.1960;S;F;julia72@gmail.com;90000;4;High School;Professional;N
11304;MS.;JULIA;GARCIA;17.03.1960;M;F;julia38@gmail.com;100000;0;Partial College;Professional;Y
11305;MR.;SEAN;EVANS;19.06.1960;M;M;sean31@gmail.com;110000;3;Partial College;Professional;N
11306;MR.;MICAH;ZHOU;22.06.1960;M;M;micah19@gmail.com;110000;3;Partial College;Professional;N
11307;MR.;HUNTER;RODRIGUEZ;4.11.1954;M;M;hunter53@gmail.com;80000;2;Partial High School;Skilled Manual;Y
11308;MR.;IAN;GONZALES;5.03.1954;M;M;ian57@gmail.com;60000;2;High School;Professional;N
11309;MRS.;VICTORIA;LEWIS;12.06.1954;S;F;victoria20@gmail.com;60000;2;High School;Professional;Y
11310;MRS.;ERIN;SANDERS;9.07.1953;S;F;erin7@gmail.com;70000;3;Graduate Degree;Management;Y
11311;MRS.;GABRIELLE;LOPEZ;24.08.1953;S;F;gabrielle63@gmail.com;70000;3;Graduate Degree;Management;N
11312;MRS.;SARA;RICHARDSON;3.04.1953;S;F;sara10@gmail.com;70000;3;Graduate Degree;Management;Y
11313;MR.;TREVOR;JENKINS;27.02.1953;S;M;trevor6@gmail.com;70000;3;Graduate Degree;Management;Y
11315;MRS.;HAILEY;WARD;1.10.1953;S;F;hailey12@gmail.com;70000;3;Graduate Degree;Management;N
11316;MR.;LUKE;ALLEN;17.11.1953;M;M;luke52@gmail.com;60000;3;Graduate Degree;Management;Y
11317;MRS.;VICTORIA;RUSSELL;17.09.1952;S;F;victoria66@gmail.com;40000;3;Partial College;Professional;N
11318;MRS.;JESSICA;WILSON;26.10.1952;S;F;jessica54@gmail.com;40000;3;Partial College;Professional;N
11319;MRS.;JADE;BAILEY;27.04.1937;M;F;jade13@gmail.com;70000;4;Graduate Degree;Management;N
11320;MRS.;MORGAN;HILL;26.06.1937;M;F;morgan19@gmail.com;80000;4;Graduate Degree;Management;Y
11321;MR.;TERRANCE;RAMAN;8.07.1938;M;M;terrance9@gmail.com;90000;5;Bachelors;Management;Y
11322;MRS.;SYDNEY;GARCIA;15.03.1938;M;F;sydney78@gmail.com;90000;5;Bachelors;Management;Y
11323;MR.;JOSE;PATTERSON;20.06.1938;S;M;jose33@gmail.com;120000;2;Graduate Degree;Management;Y
11324;MR.;ZACHARY;ANDERSON;14.05.1939;M;M;zachary39@gmail.com;90000;5;Bachelors;Management;Y
11325;MR.;ELIJAH;ROSS;2.07.1939;S;M;elijah7@gmail.com;90000;5;Bachelors;Management;Y
11326;MR.;RAFAEL;XIE;26.06.1939;M;M;rafael26@gmail.com;130000;2;Bachelors;Management;Y
11327;MR.;JAIME;MORENO;4.03.1940;M;M;jaime48@gmail.com;90000;5;Bachelors;Management;Y
11328;MR.;JULIAN;GRIFFIN;1.01.1940;M;M;julian20@gmail.com;90000;5;Bachelors;Management;Y
11329;MR.;ANDY;ALVAREZ;25.07.1940;S;M;andy9@gmail.com;90000;5;Bachelors;Management;Y
11330;MR.;RYAN;THOMPSON;13.05.1940;M;M;ryan38@gmail.com;110000;2;Graduate Degree;Management;Y
11331;MRS.;SAMANTHA;JENKINS;6.07.1968;M;F;samantha32@gmail.com;90000;4;Partial College;Skilled Manual;Y
11332;MRS.;DEANNA;RAMOS;4.10.1962;S;F;deanna44@gmail.com;10000;1;Graduate Degree;Manual;Y
11333;MRS.;EMILY;MILLER;10.07.1962;M;F;emily6@gmail.com;20000;1;Graduate Degree;Clerical;Y
11334;MRS.;NICOLE;BROWN;22.03.1961;M;F;nicole4@gmail.com;10000;1;Bachelors;Manual;Y
11335;MRS.;CARLA;RAMAN;24.06.1961;M;F;carla14@gmail.com;10000;1;Bachelors;Manual;Y
11336;MR.;SHAUN;RAJI;12.03.1962;M;M;shaun21@gmail.com;20000;1;Graduate Degree;Clerical;Y
11337;MR.;JEROME;ROMERO;21.09.1961;M;M;jerome7@gmail.com;10000;1;Bachelors;Manual;Y
11338;MR.;FRANK;NAVARRO;10.08.1961;M;M;frank17@gmail.com;20000;1;Graduate Degree;Clerical;Y
11339;MR.;DENNIS;SHE;8.07.1961;S;M;dennis25@gmail.com;20000;1;Graduate Degree;Clerical;Y
11340;MRS.;MELODY;MUNOZ;6.04.1936;M;F;melody8@gmail.com;10000;1;Graduate Degree;Clerical;Y
11341;MR.;RANDY;ZENG;21.08.1936;M;M;randy24@gmail.com;20000;1;Graduate Degree;Clerical;Y
11342;MR.;MARSHALL;WANG;11.03.1962;M;M;marshall0@gmail.com;30000;5;Graduate Degree;Clerical;Y
11343;MR.;ARTHUR;CARLSON;13.09.1958;M;M;arthur41@gmail.com;10000;1;Bachelors;Manual;Y
11344;MRS.;JESSIE;JIMENEZ;24.07.1957;M;F;jessie3@gmail.com;10000;1;Partial College;Manual;Y
11345;MRS.;ROBIN;RAMOS;12.03.1957;S;F;robin13@gmail.com;10000;1;Partial College;Manual;Y
11346;MRS.;DEANNA;GUTIERREZ;22.05.1955;S;F;deanna37@gmail.com;10000;2;Partial College;Manual;Y
11347;MR.;ROY;NAVARRO;23.12.1955;M;M;roy30@gmail.com;10000;2;Partial College;Manual;Y
11348;MR.;SHAWN;RAI;22.09.1955;M;M;shawn19@gmail.com;10000;2;Partial College;Manual;Y
11349;MRS.;MINDY;LUO;3.09.1954;M;F;mindy10@gmail.com;10000;2;Partial College;Manual;Y
11350;MRS.;CARA;ZHOU;14.01.1937;M;F;cara5@gmail.com;30000;1;Graduate Degree;Clerical;Y
11351;MRS.;ANNE;RAMOS;6.04.1939;S;F;anne19@gmail.com;20000;1;Bachelors;Clerical;Y
11352;MR.;RAYMOND;RODRIGUEZ;7.03.1940;M;M;raymond20@gmail.com;10000;2;Partial College;Manual;Y
11353;MRS.;CARRIE;ORTEGA;11.06.1941;S;F;carrie19@gmail.com;30000;1;Bachelors;Clerical;Y
11354;MRS.;DEANNA;SUAREZ;23.02.1942;M;F;deanna45@gmail.com;20000;1;Partial College;Manual;Y
11355;MR.;ROBERTO;GUTIERREZ;28.12.1942;M;M;roberto11@gmail.com;40000;1;Graduate Degree;Clerical;Y
11356;MR.;TERRENCE;CARSON;27.05.1980;S;M;terrence15@gmail.com;10000;0;Partial College;Manual;N
11357;MR.;RAMON;YE;23.03.1979;S;M;ramon9@gmail.com;10000;0;Partial College;Manual;N
11358;MS.;CYNTHIA;MALHOTRA;11.11.1978;S;F;cynthia9@gmail.com;10000;0;Partial College;Manual;N
11359;MR.;JARROD;PRASAD;4.09.1978;S;M;jarrod9@gmail.com;10000;0;Partial College;Manual;N
11360;MR.;TYRONE;SERRANO;2.08.1978;S;M;tyrone15@gmail.com;10000;0;Partial College;Manual;Y
11361;MS.;CINDY;RAMOS;28.04.1977;M;F;cindy22@gmail.com;10000;0;High School;Manual;Y
11362;MR.;DAMIEN;SHAN;11.11.1977;M;M;damien26@gmail.com;10000;0;High School;Manual;N
11363;MR.;JULIAN;ROSS;20.10.1977;S;M;julian5@gmail.com;10000;0;High School;Manual;N
11365;MRS.;BRITTNEY;SUN;9.06.1979;S;F;brittney12@gmail.com;10000;1;High School;Manual;N
11366;MS.;VIRGINIA;PATEL;25.10.1979;M;F;virginia4@gmail.com;20000;0;Bachelors;Clerical;Y
11367;MR.;CALVIN;NARA;22.02.1979;M;M;calvin15@gmail.com;20000;0;Bachelors;Clerical;Y
11368;MR.;EDWARD;MILLER;25.11.1978;S;M;edward28@gmail.com;10000;1;High School;Manual;N
11369;MS.;ASHLEE;TANG;4.08.1978;M;F;ashlee11@gmail.com;20000;0;Bachelors;Clerical;N
11370;MS.;ALICIA;XU;1.04.1978;M;F;alicia3@gmail.com;20000;0;Bachelors;Clerical;Y
11371;MS.;LACEY;JAI;27.05.1978;M;F;lacey1@gmail.com;20000;0;Bachelors;Clerical;Y
11372;MS.;WENDY;ROMERO;15.05.1978;S;F;wendy8@gmail.com;20000;0;Bachelors;Clerical;Y
11373;MRS.;CARLY;LUO;20.09.1943;M;F;carly5@gmail.com;30000;1;Bachelors;Clerical;Y
11374;MR.;JIMMY;ORTEGA;28.06.1943;S;M;jimmy26@gmail.com;30000;1;Bachelors;Clerical;Y
11375;MR.;FRANCISCO;MARTINEZ;9.05.1943;M;M;francisco19@gmail.com;30000;1;Bachelors;Clerical;Y
11376;MR.;LANCE;VAZQUEZ;10.06.1943;S;M;lance14@gmail.com;40000;1;Graduate Degree;Clerical;Y
11377;MR.;DAVID;ROBINETT;23.02.1961;M;M;david22@gmail.com;30000;4;Graduate Degree;Clerical;Y
11378;MRS.;SHANNON;LIANG;22.05.1960;S;F;shannon15@gmail.com;10000;1;High School;Manual;N
11379;MR.;GARY;VAZQUEZ;18.11.1959;M;M;gary25@gmail.com;10000;1;High School;Manual;Y
11380;MR.;MITCHELL;KUMAR;2.03.1959;S;M;mitchell7@gmail.com;20000;2;Partial College;Manual;Y
11381;MRS.;MEREDITH;RAMAN;22.08.1959;M;F;meredith11@gmail.com;20000;2;Partial College;Manual;Y
11382;MR.;EDWARD;PATTERSON;19.01.1958;M;M;edward59@gmail.com;20000;2;Partial College;Manual;Y
11384;MRS.;TIFFANY;WANG;16.10.1960;M;F;tiffany1@gmail.com;30000;3;Bachelors;Clerical;Y
11385;MR.;MIGUEL;ALLEN;11.08.1960;S;M;miguel24@gmail.com;30000;3;Bachelors;Clerical;Y
11387;MRS.;MEGAN;RAMIREZ;2.06.1959;S;F;megan44@gmail.com;40000;3;Graduate Degree;Clerical;Y
11388;MR.;JOSEPH;MARTIN;24.07.1959;M;M;joseph21@gmail.com;40000;3;Graduate Degree;Clerical;Y
11389;MR.;KARL;SHAN;24.04.1970;S;M;karl11@gmail.com;10000;1;High School;Manual;N
11390;MRS.;CHRISTINE;RAJI;19.10.1970;S;F;christine16@gmail.com;10000;1;High School;Manual;N
11391;MRS.;LINDSAY;XIE;27.12.1970;S;F;lindsay3@gmail.com;10000;2;High School;Manual;Y
11392;MR.;WILLIE;ZHAO;7.02.1970;S;M;willie8@gmail.com;10000;2;High School;Manual;Y
11393;MR.;KURT;PAL;17.01.1969;S;M;kurt12@gmail.com;10000;2;High School;Manual;Y
11394;MR.;GEORGE;MCDONALD;23.10.1969;S;M;george13@gmail.com;10000;2;High School;Manual;Y
11395;MS.;BETH;GUTIERREZ;18.10.1970;S;F;beth13@gmail.com;30000;0;Bachelors;Clerical;Y
11396;MR.;IAN;LOPEZ;5.10.1969;M;M;ian27@gmail.com;10000;2;High School;Manual;N
11397;MS.;LATOYA;SHAN;4.06.1969;S;F;latoya9@gmail.com;20000;0;Partial College;Manual;N
11398;MR.;COLIN;NATH;9.09.1969;S;M;colin41@gmail.com;30000;0;Bachelors;Clerical;Y
11399;MRS.;BRENDA;MEHTA;4.08.1969;S;F;brenda17@gmail.com;30000;1;Bachelors;Clerical;Y
11400;MR.;FRANKLIN;RAJI;19.04.1969;S;M;franklin38@gmail.com;40000;0;Graduate Degree;Clerical;Y
11401;MS.;LINDA;NAVARRO;26.08.1969;M;F;linda25@gmail.com;40000;0;Graduate Degree;Clerical;Y
11402;MS.;KELLI;CAI;20.11.1969;M;F;kelli21@gmail.com;40000;0;Graduate Degree;Clerical;Y
11403;MS.;NANCY;SCHMIDT;9.01.1969;S;F;nancy13@gmail.com;40000;0;Graduate Degree;Clerical;Y
11404;MRS.;MEGAN;TAYLOR;1.01.1952;S;F;megan12@gmail.com;10000;3;Partial College;Manual;N
11405;MRS.;BONNIE;GOEL;17.02.1952;S;F;bonnie25@gmail.com;10000;3;Partial College;Manual;N
11406;MRS.;LATOYA;XU;3.07.1952;M;F;latoya4@gmail.com;20000;2;Partial College;Manual;Y
11407;MR.;MARIO;SHE;2.04.1952;M;M;mario0@gmail.com;20000;2;Partial College;Manual;Y
11408;MR.;DARREN;GILL;14.05.1953;M;M;darren36@gmail.com;10000;2;High School;Manual;N
11409;MRS.;JACQUELINE;HAYES;5.03.1968;S;F;jacqueline23@gmail.com;10000;2;High School;Manual;Y
11410;MR.;MAURICE;GOEL;25.08.1968;M;M;maurice20@gmail.com;20000;1;Partial College;Manual;Y
11411;MR.;DEVIN;ROSS;12.02.1954;M;M;devin69@gmail.com;80000;3;Partial College;Professional;N
11412;MRS.;SYDNEY;BRYANT;9.04.1954;S;F;sydney40@gmail.com;80000;4;Partial College;Professional;Y
11413;MRS.;MEGAN;STEWART;15.04.1954;M;F;megan27@gmail.com;80000;4;Partial College;Professional;N
11414;MR.;IAN;RICHARDSON;18.03.1954;S;M;ian76@gmail.com;80000;4;Partial College;Professional;Y
11415;MR.;RANDY;SHE;5.06.1944;S;M;randy25@gmail.com;90000;5;Partial College;Professional;N
11416;MRS.;KATRINA;BECKER;19.03.1945;M;F;katrina19@gmail.com;60000;3;Partial High School;Skilled Manual;Y
11417;MRS.;LACEY;ZHENG;26.02.1945;M;F;lacey32@gmail.com;70000;5;High School;Professional;Y
11418;MR.;RAFAEL;HU;9.02.1945;S;M;rafael20@gmail.com;90000;5;Partial College;Professional;N
11419;MR.;KYLE;SCOTT;18.02.1945;M;M;kyle43@gmail.com;150000;3;Graduate Degree;Management;Y
11420;MR.;JORDAN;TURNER;12.07.1946;M;M;jordan59@gmail.com;100000;2;Bachelors;Management;Y
11421;MRS.;AMY;SUN;19.07.1946;M;F;amy19@gmail.com;110000;3;Bachelors;Management;Y
11422;MR.;DUSTIN;DENG;1.09.1946;M;M;dustin1@gmail.com;170000;4;Bachelors;Management;Y
11423;MRS.;JASMINE;STEWART;5.11.1954;M;F;jasmine22@gmail.com;80000;4;Partial College;Professional;N
11424;MRS.;PAMELA;GARCIA;7.12.1953;M;F;pamela18@gmail.com;80000;4;Partial College;Professional;Y
11425;MRS.;ARIANA;GRAY;6.08.1954;M;F;ariana5@gmail.com;90000;4;High School;Professional;Y
11426;MR.;KRISTOPHER;MEHTA;2.10.1953;M;M;kristopher12@gmail.com;110000;3;Bachelors;Management;Y
11427;MRS.;DESIREE;DOMINGUEZ;18.12.1953;M;F;desiree9@gmail.com;110000;2;Partial College;Professional;Y
11428;MRS.;DEANNA;PEREZ;22.08.1953;S;F;deanna24@gmail.com;120000;2;Bachelors;Management;Y
11429;MR.;MARCO;LOPEZ;16.07.1952;M;M;marco17@gmail.com;80000;4;Partial College;Professional;Y
11430;MRS.;CASEY;YUAN;24.03.1952;M;F;casey7@gmail.com;90000;4;High School;Professional;Y
11431;MR.;BRYANT;GARCIA;27.10.1952;M;M;bryant14@gmail.com;110000;4;Partial College;Professional;Y
11432;MRS.;DOMINIQUE;PRASAD;11.09.1951;M;F;dominique7@gmail.com;80000;4;High School;Professional;Y
11433;MR.;MAURICE;SHAN;2.09.1951;M;M;maurice11@gmail.com;80000;5;High School;Professional;N
11434;MR.;ANDRE;LOPEZ;6.05.1951;M;M;andre16@gmail.com;170000;5;Partial College;Professional;Y
11435;MRS.;ROBIN;ROMERO;6.03.1950;S;F;robin5@gmail.com;100000;3;Partial College;Management;Y
11436;MRS.;TAYLOR;COX;18.09.1950;M;F;taylor13@gmail.com;160000;3;Partial College;Management;N
11437;MR.;ALFREDO;MORENO;17.12.1949;M;M;alfredo7@gmail.com;90000;4;High School;Management;Y
11438;MRS.;JENNY;NARA;14.10.1949;M;F;jenny39@gmail.com;130000;4;High School;Management;Y
11439;MRS.;JANET;MUNOZ;17.05.1948;M;F;janet12@gmail.com;90000;4;High School;Management;N
11440;MR.;SERGIO;WEBER;27.09.1947;M;M;sergio4@gmail.com;80000;5;Partial High School;Skilled Manual;N
11441;MRS.;ERIKA;GOMEZ;12.06.1947;M;F;erika0@gmail.com;90000;5;Partial High School;Skilled Manual;N
11442;MR.;JOSEPH;HARRIS;14.11.1947;M;M;joseph20@gmail.com;90000;5;Partial High School;Skilled Manual;Y
11443;MS.;GRACE;GRIFFIN;22.05.1976;S;F;grace67@gmail.com;60000;0;Bachelors;Professional;N
11444;MS.;TINA;MEHTA;28.04.1976;M;F;tina15@gmail.com;70000;0;Bachelors;Professional;Y
11445;MS.;KARI;KIM;21.07.1974;S;F;kari3@gmail.com;70000;0;Bachelors;Professional;N
11446;MS.;BETHANY;CHANDER;12.08.1974;S;F;bethany19@gmail.com;70000;0;Bachelors;Professional;N
11447;MS.;JENNIFER;ROBERTS;16.08.1974;M;F;jennifer15@gmail.com;70000;0;Bachelors;Professional;Y
11448;MR.;KYLE;PATTERSON;28.04.1975;S;M;kyle5@gmail.com;80000;0;Bachelors;Professional;Y
11449;MR.;ALVIN;HU;2.02.1975;M;M;alvin19@gmail.com;80000;0;Bachelors;Professional;Y
11450;MR.;BRETT;MEHTA;12.11.1975;S;M;brett13@gmail.com;130000;4;High School;Management;Y
11451;MR.;RUBEN;MUÑOZ;9.11.1974;S;M;ruben30@gmail.com;70000;0;Bachelors;Professional;N
11452;MS.;ERIKA;RUBIO;5.11.1973;S;F;erika18@gmail.com;80000;0;Bachelors;Professional;N
11453;MR.;STANLEY;MALHOTRA;21.08.1973;S;M;stanley5@gmail.com;80000;0;Bachelors;Professional;N
11454;MS.;MELINDA;NAVARRO;22.04.1974;S;F;melinda5@gmail.com;80000;0;Bachelors;Professional;N
11455;MR.;ROSS;SANZ;21.04.1974;M;M;ross38@gmail.com;100000;0;High School;Management;Y
11456;MR.;JON;GAO;8.07.1974;M;M;jon35@gmail.com;120000;5;Partial High School;Professional;Y
11457;MS.;JAIME;GUTIERREZ;21.05.1973;M;F;jaime12@gmail.com;90000;0;Bachelors;Professional;Y
11458;MS.;BIANCA;LIU;5.04.1973;M;F;bianca3@gmail.com;100000;0;High School;Management;Y
11459;MS.;TASHA;DENG;13.10.1972;S;F;tasha1@gmail.com;80000;0;Bachelors;Professional;N
11460;MR.;MELVIN;CHANDE;7.10.1972;S;M;melvin13@gmail.com;90000;0;Bachelors;Professional;N
11461;MR.;VICTOR;JIMENEZ;25.03.1972;S;M;victor7@gmail.com;90000;0;Bachelors;Professional;N
11462;MS.;LAURA;LIN;19.01.1972;M;F;laura14@gmail.com;110000;0;High School;Management;Y
11463;MS.;ALISHA;BECK;12.03.1972;M;F;alisha45@gmail.com;110000;0;High School;Management;N
11464;MR.;ALEJANDRO;HUANG;16.11.1971;M;M;alejandro8@gmail.com;90000;0;Bachelors;Professional;Y
11465;MR.;LOUIS;LUO;19.02.1971;M;M;louis23@gmail.com;90000;0;Bachelors;Professional;N
11466;MR.;GRANT;TANG;3.08.1971;M;M;grant6@gmail.com;150000;0;Partial High School;Management;Y
11467;MR.;ARTURO;ZHENG;7.10.1969;M;M;arturo21@gmail.com;170000;1;Graduate Degree;Management;Y
11468;MRS.;JACLYN;ANDERSEN;18.06.1975;M;F;jaclyn37@gmail.com;40000;1;Bachelors;Skilled Manual;Y
11469;MR.;EDWIN;RAJI;16.04.1973;S;M;edwin44@gmail.com;10000;0;Partial High School;Manual;N
11470;MR.;JAY;SUAREZ;25.09.1973;S;M;jay49@gmail.com;20000;0;Partial High School;Manual;N
11471;MS.;LATASHA;SUAREZ;25.09.1973;S;F;latasha19@gmail.com;30000;0;Partial College;Clerical;Y
11472;MR.;KENNETH;KUMAR;3.04.1963;S;M;kenneth7@gmail.com;60000;3;Bachelors;Professional;Y
11473;MS.;GRACE;HENDERSON;2.08.1980;S;F;grace52@gmail.com;20000;0;Partial High School;Manual;N
11474;MR.;MELVIN;XU;22.02.1980;S;M;melvin5@gmail.com;20000;0;Partial High School;Manual;Y
11475;;CESAR;SUBRAM;9.10.1978;S;NA;cesar12@gmail.com;30000;0;High School;Manual;N
11476;MRS.;ERIKA;NAVARRO;17.11.1974;M;F;erika7@gmail.com;40000;1;Bachelors;Skilled Manual;Y
11477;MR.;TRISTAN;HUGHES;25.06.1973;S;M;tristan12@gmail.com;30000;0;High School;Manual;N
11478;MR.;BILLY;HERNANDEZ;25.02.1973;S;M;billy5@gmail.com;30000;0;High School;Manual;N
11479;MR.;DARRYL;WU;22.04.1973;M;M;darryl6@gmail.com;40000;1;Bachelors;Skilled Manual;Y
11480;MRS.;COLLEEN;MA;11.03.1973;M;F;colleen16@gmail.com;40000;1;Bachelors;Skilled Manual;Y
11481;MRS.;ERICA;HU;23.05.1973;M;F;erica19@gmail.com;40000;1;Bachelors;Skilled Manual;Y
11482;MS.;ADRIENNE;TORRES;19.07.1972;S;F;adrienne8@gmail.com;30000;0;High School;Manual;N
